instant,dteday,season,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,Total_amount_of_rentals,season_names,weekday_names,month_names,year,time_of_day
21,1/1/11,1,1,20,0,6,2,0.4,0.4091,0.87,0.2537,11,25,36,Winter,Saturday,January,2011,Evening
22,1/1/11,1,1,21,0,6,2,0.4,0.4091,0.87,0.194,3,31,34,Winter,Saturday,January,2011,Night
23,1/1/11,1,1,22,0,6,2,0.4,0.4091,0.94,0.2239,11,17,28,Winter,Saturday,January,2011,Night
24,1/1/11,1,1,23,0,6,2,0.46,0.4545,0.88,0.2985,15,24,39,Winter,Saturday,January,2011,Night
25,1/2/11,1,1,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17,Winter,Sunday,January,2011,Night
26,1/2/11,1,1,1,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17,Winter,Sunday,January,2011,Night
27,1/2/11,1,1,2,0,0,2,0.42,0.4242,1,0.2836,1,8,9,Winter,Sunday,January,2011,Night
28,1/2/11,1,1,3,0,0,2,0.46,0.4545,0.94,0.194,2,4,6,Winter,Sunday,January,2011,Night
29,1/2/11,1,1,4,0,0,2,0.46,0.4545,0.94,0.194,2,1,3,Winter,Sunday,January,2011,Night
30,1/2/11,1,1,6,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2,Winter,Sunday,January,2011,Morning
31,1/2/11,1,1,7,0,0,2,0.4,0.4091,0.76,0.194,0,1,1,Winter,Sunday,January,2011,Morning
32,1/2/11,1,1,8,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8,Winter,Sunday,January,2011,Morning
33,1/2/11,1,1,9,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20,Winter,Sunday,January,2011,Morning
34,1/2/11,1,1,10,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53,Winter,Sunday,January,2011,Morning
35,1/2/11,1,1,11,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70,Winter,Sunday,January,2011,Morning
36,1/2/11,1,1,12,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93,Winter,Sunday,January,2011,Afternoon
37,1/2/11,1,1,13,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75,Winter,Sunday,January,2011,Afternoon
38,1/2/11,1,1,14,0,0,3,0.36,0.3485,0.76,0.194,4,55,59,Winter,Sunday,January,2011,Afternoon
39,1/2/11,1,1,15,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74,Winter,Sunday,January,2011,Afternoon
40,1/2/11,1,1,16,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76,Winter,Sunday,January,2011,Afternoon
41,1/2/11,1,1,17,0,0,1,0.34,0.3333,0.57,0.194,7,58,65,Winter,Sunday,January,2011,Evening
42,1/2/11,1,1,18,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53,Winter,Sunday,January,2011,Evening
43,1/2/11,1,1,19,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30,Winter,Sunday,January,2011,Evening
44,1/2/11,1,1,20,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22,Winter,Sunday,January,2011,Evening
45,1/2/11,1,1,21,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31,Winter,Sunday,January,2011,Night
46,1/2/11,1,1,22,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9,Winter,Sunday,January,2011,Night
47,1/2/11,1,1,23,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8,Winter,Sunday,January,2011,Night
48,1/3/11,1,1,0,0,1,1,0.22,0.197,0.44,0.3582,0,5,5,Winter,Monday,January,2011,Night
49,1/3/11,1,1,1,0,1,1,0.2,0.1667,0.44,0.4179,0,2,2,Winter,Monday,January,2011,Night
50,1/3/11,1,1,4,0,1,1,0.16,0.1364,0.47,0.3881,0,1,1,Winter,Monday,January,2011,Night
51,1/3/11,1,1,5,0,1,1,0.16,0.1364,0.47,0.2836,0,3,3,Winter,Monday,January,2011,Morning
52,1/3/11,1,1,6,0,1,1,0.14,0.1061,0.5,0.3881,0,30,30,Winter,Monday,January,2011,Morning
53,1/3/11,1,1,7,0,1,1,0.14,0.1364,0.5,0.194,1,63,64,Winter,Monday,January,2011,Morning
54,1/3/11,1,1,8,0,1,1,0.14,0.1212,0.5,0.2836,1,153,154,Winter,Monday,January,2011,Morning
55,1/3/11,1,1,9,0,1,1,0.16,0.1364,0.43,0.3881,7,81,88,Winter,Monday,January,2011,Morning
56,1/3/11,1,1,10,0,1,1,0.18,0.1667,0.43,0.2537,11,33,44,Winter,Monday,January,2011,Morning
57,1/3/11,1,1,11,0,1,1,0.2,0.1818,0.4,0.3284,10,41,51,Winter,Monday,January,2011,Morning
58,1/3/11,1,1,12,0,1,1,0.22,0.2121,0.35,0.2985,13,48,61,Winter,Monday,January,2011,Afternoon
59,1/3/11,1,1,13,0,1,1,0.24,0.2121,0.35,0.2836,8,53,61,Winter,Monday,January,2011,Afternoon
60,1/3/11,1,1,14,0,1,1,0.26,0.2424,0.3,0.2836,11,66,77,Winter,Monday,January,2011,Afternoon
61,1/3/11,1,1,15,0,1,1,0.26,0.2424,0.3,0.2537,14,58,72,Winter,Monday,January,2011,Afternoon
62,1/3/11,1,1,16,0,1,1,0.26,0.2424,0.3,0.2537,9,67,76,Winter,Monday,January,2011,Afternoon
63,1/3/11,1,1,17,0,1,1,0.24,0.2273,0.3,0.2239,11,146,157,Winter,Monday,January,2011,Evening
64,1/3/11,1,1,18,0,1,1,0.24,0.2576,0.32,0.1045,9,148,157,Winter,Monday,January,2011,Evening
65,1/3/11,1,1,19,0,1,1,0.2,0.2576,0.47,0,8,102,110,Winter,Monday,January,2011,Evening
66,1/3/11,1,1,20,0,1,1,0.2,0.2273,0.47,0.1045,3,49,52,Winter,Monday,January,2011,Evening
67,1/3/11,1,1,21,0,1,1,0.18,0.197,0.64,0.1343,3,49,52,Winter,Monday,January,2011,Night
68,1/3/11,1,1,22,0,1,1,0.14,0.1515,0.69,0.1343,0,20,20,Winter,Monday,January,2011,Night
69,1/3/11,1,1,23,0,1,1,0.18,0.2121,0.55,0.1045,1,11,12,Winter,Monday,January,2011,Night
70,1/4/11,1,1,0,0,2,1,0.16,0.1818,0.55,0.1045,0,5,5,Winter,Tuesday,January,2011,Night
71,1/4/11,1,1,1,0,2,1,0.16,0.1818,0.59,0.1045,0,2,2,Winter,Tuesday,January,2011,Night
72,1/4/11,1,1,2,0,2,1,0.14,0.1515,0.63,0.1343,0,1,1,Winter,Tuesday,January,2011,Night
73,1/4/11,1,1,4,0,2,1,0.14,0.1818,0.63,0.0896,0,2,2,Winter,Tuesday,January,2011,Night
74,1/4/11,1,1,5,0,2,1,0.12,0.1515,0.68,0.1045,0,4,4,Winter,Tuesday,January,2011,Morning
75,1/4/11,1,1,6,0,2,1,0.12,0.1515,0.74,0.1045,0,36,36,Winter,Tuesday,January,2011,Morning
76,1/4/11,1,1,7,0,2,1,0.12,0.1515,0.74,0.1343,2,92,94,Winter,Tuesday,January,2011,Morning
77,1/4/11,1,1,8,0,2,1,0.14,0.1515,0.69,0.1642,2,177,179,Winter,Tuesday,January,2011,Morning
78,1/4/11,1,1,9,0,2,1,0.16,0.1515,0.64,0.2239,2,98,100,Winter,Tuesday,January,2011,Morning
79,1/4/11,1,1,10,0,2,2,0.16,0.1364,0.69,0.3284,5,37,42,Winter,Tuesday,January,2011,Morning
80,1/4/11,1,1,11,0,2,1,0.22,0.2121,0.51,0.2985,7,50,57,Winter,Tuesday,January,2011,Morning
81,1/4/11,1,1,12,0,2,1,0.22,0.2273,0.51,0.1642,12,66,78,Winter,Tuesday,January,2011,Afternoon
82,1/4/11,1,1,13,0,2,1,0.24,0.2273,0.56,0.194,18,79,97,Winter,Tuesday,January,2011,Afternoon
83,1/4/11,1,1,14,0,2,1,0.26,0.2576,0.52,0.2239,9,54,63,Winter,Tuesday,January,2011,Afternoon
84,1/4/11,1,1,15,0,2,1,0.28,0.2727,0.52,0.2537,17,48,65,Winter,Tuesday,January,2011,Afternoon
85,1/4/11,1,1,16,0,2,1,0.3,0.2879,0.49,0.2537,15,68,83,Winter,Tuesday,January,2011,Afternoon
86,1/4/11,1,1,17,0,2,1,0.28,0.2727,0.48,0.2239,10,202,212,Winter,Tuesday,January,2011,Evening
87,1/4/11,1,1,18,0,2,1,0.26,0.2576,0.48,0.194,3,179,182,Winter,Tuesday,January,2011,Evening
88,1/4/11,1,1,19,0,2,1,0.24,0.2576,0.48,0.1045,2,110,112,Winter,Tuesday,January,2011,Evening
89,1/4/11,1,1,20,0,2,1,0.24,0.2576,0.48,0.1045,1,53,54,Winter,Tuesday,January,2011,Evening
90,1/4/11,1,1,21,0,2,1,0.22,0.2727,0.64,0,0,48,48,Winter,Tuesday,January,2011,Night
91,1/4/11,1,1,22,0,2,1,0.22,0.2576,0.64,0.0896,1,34,35,Winter,Tuesday,January,2011,Night
92,1/4/11,1,1,23,0,2,1,0.2,0.2273,0.69,0.0896,2,9,11,Winter,Tuesday,January,2011,Night
93,1/5/11,1,1,0,0,3,1,0.2,0.2576,0.64,0,0,6,6,Winter,Wednesday,January,2011,Night
94,1/5/11,1,1,1,0,3,1,0.16,0.197,0.74,0.0896,0,6,6,Winter,Wednesday,January,2011,Night
95,1/5/11,1,1,2,0,3,1,0.16,0.197,0.74,0.0896,0,2,2,Winter,Wednesday,January,2011,Night
96,1/5/11,1,1,4,0,3,1,0.24,0.2273,0.48,0.2239,0,2,2,Winter,Wednesday,January,2011,Night
97,1/5/11,1,1,5,0,3,1,0.22,0.2273,0.47,0.1642,0,3,3,Winter,Wednesday,January,2011,Morning
98,1/5/11,1,1,6,0,3,1,0.2,0.197,0.47,0.2239,0,33,33,Winter,Wednesday,January,2011,Morning
99,1/5/11,1,1,7,0,3,1,0.18,0.1818,0.43,0.194,1,87,88,Winter,Wednesday,January,2011,Morning
100,1/5/11,1,1,8,0,3,1,0.2,0.1818,0.4,0.2985,3,192,195,Winter,Wednesday,January,2011,Morning
101,1/5/11,1,1,9,0,3,1,0.22,0.197,0.37,0.3284,6,109,115,Winter,Wednesday,January,2011,Morning
102,1/5/11,1,1,10,0,3,1,0.22,0.197,0.37,0.3284,4,53,57,Winter,Wednesday,January,2011,Morning
103,1/5/11,1,1,11,0,3,1,0.26,0.2273,0.33,0.3284,12,34,46,Winter,Wednesday,January,2011,Morning
104,1/5/11,1,1,12,0,3,1,0.26,0.2273,0.33,0.3284,5,74,79,Winter,Wednesday,January,2011,Afternoon
105,1/5/11,1,1,13,0,3,1,0.28,0.2576,0.3,0.2985,6,65,71,Winter,Wednesday,January,2011,Afternoon
106,1/5/11,1,1,14,0,3,1,0.3,0.2879,0.28,0.194,10,52,62,Winter,Wednesday,January,2011,Afternoon
107,1/5/11,1,1,15,0,3,1,0.3,0.2879,0.28,0.194,7,55,62,Winter,Wednesday,January,2011,Afternoon
108,1/5/11,1,1,16,0,3,1,0.3,0.3182,0.28,0.0896,4,85,89,Winter,Wednesday,January,2011,Afternoon
109,1/5/11,1,1,17,0,3,1,0.24,0.2273,0.38,0.194,4,186,190,Winter,Wednesday,January,2011,Evening
110,1/5/11,1,1,18,0,3,1,0.24,0.2424,0.38,0.1343,3,166,169,Winter,Wednesday,January,2011,Evening
111,1/5/11,1,1,19,0,3,1,0.24,0.2576,0.38,0.1045,5,127,132,Winter,Wednesday,January,2011,Evening
112,1/5/11,1,1,20,0,3,1,0.22,0.2273,0.47,0.1642,7,82,89,Winter,Wednesday,January,2011,Evening
113,1/5/11,1,1,21,0,3,1,0.2,0.197,0.51,0.194,3,40,43,Winter,Wednesday,January,2011,Night
114,1/5/11,1,1,22,0,3,1,0.18,0.197,0.55,0.1343,1,41,42,Winter,Wednesday,January,2011,Night
115,1/5/11,1,1,23,0,3,1,0.2,0.2576,0.47,0,1,18,19,Winter,Wednesday,January,2011,Night
116,1/6/11,1,1,0,0,4,1,0.18,0.2424,0.55,0,0,11,11,Winter,Thursday,January,2011,Night
117,1/6/11,1,1,1,0,4,1,0.16,0.2273,0.64,0,0,4,4,Winter,Thursday,January,2011,Night
118,1/6/11,1,1,2,0,4,1,0.16,0.2273,0.64,0,0,2,2,Winter,Thursday,January,2011,Night
119,1/6/11,1,1,4,0,4,2,0.16,0.197,0.64,0.0896,0,1,1,Winter,Thursday,January,2011,Night
120,1/6/11,1,1,5,0,4,2,0.14,0.1818,0.69,0.0896,0,4,4,Winter,Thursday,January,2011,Morning
121,1/6/11,1,1,6,0,4,2,0.14,0.1667,0.63,0.1045,0,36,36,Winter,Thursday,January,2011,Morning
122,1/6/11,1,1,7,0,4,2,0.16,0.2273,0.59,0,0,95,95,Winter,Thursday,January,2011,Morning
123,1/6/11,1,1,8,0,4,1,0.16,0.2273,0.59,0,3,216,219,Winter,Thursday,January,2011,Morning
124,1/6/11,1,1,9,0,4,2,0.18,0.2424,0.51,0,6,116,122,Winter,Thursday,January,2011,Morning
125,1/6/11,1,1,10,0,4,1,0.2,0.2576,0.47,0,3,42,45,Winter,Thursday,January,2011,Morning
126,1/6/11,1,1,11,0,4,1,0.22,0.2576,0.44,0.0896,2,57,59,Winter,Thursday,January,2011,Morning
127,1/6/11,1,1,12,0,4,1,0.26,0.2879,0.35,0,6,78,84,Winter,Thursday,January,2011,Afternoon
128,1/6/11,1,1,13,0,4,1,0.26,0.2727,0.35,0.1045,12,55,67,Winter,Thursday,January,2011,Afternoon
129,1/6/11,1,1,14,0,4,1,0.28,0.2727,0.36,0.1642,11,59,70,Winter,Thursday,January,2011,Afternoon
130,1/6/11,1,1,15,0,4,1,0.28,0.2727,0.36,0,8,54,62,Winter,Thursday,January,2011,Afternoon
131,1/6/11,1,1,16,0,4,1,0.26,0.2576,0.38,0.1642,12,74,86,Winter,Thursday,January,2011,Afternoon
132,1/6/11,1,1,17,0,4,1,0.22,0.2273,0.51,0.1642,9,163,172,Winter,Thursday,January,2011,Evening
133,1/6/11,1,1,18,0,4,1,0.22,0.2273,0.51,0.1343,5,158,163,Winter,Thursday,January,2011,Evening
134,1/6/11,1,1,19,0,4,1,0.22,0.2576,0.55,0.0896,3,109,112,Winter,Thursday,January,2011,Evening
135,1/6/11,1,1,20,0,4,1,0.2,0.2121,0.51,0.1642,3,66,69,Winter,Thursday,January,2011,Evening
136,1/6/11,1,1,21,0,4,2,0.22,0.2121,0.55,0.2239,0,48,48,Winter,Thursday,January,2011,Night
137,1/6/11,1,1,22,0,4,2,0.22,0.2121,0.51,0.2836,1,51,52,Winter,Thursday,January,2011,Night
138,1/6/11,1,1,23,0,4,2,0.2,0.197,0.59,0.194,4,19,23,Winter,Thursday,January,2011,Night
139,1/7/11,1,1,0,0,5,2,0.2,0.197,0.64,0.194,4,13,17,Winter,Friday,January,2011,Night
140,1/7/11,1,1,1,0,5,2,0.2,0.197,0.69,0.2239,2,5,7,Winter,Friday,January,2011,Night
141,1/7/11,1,1,2,0,5,2,0.2,0.197,0.69,0.2239,0,1,1,Winter,Friday,January,2011,Night
142,1/7/11,1,1,4,0,5,2,0.2,0.2121,0.69,0.1343,0,1,1,Winter,Friday,January,2011,Night
143,1/7/11,1,1,5,0,5,3,0.22,0.2727,0.55,0,0,5,5,Winter,Friday,January,2011,Morning
144,1/7/11,1,1,6,0,5,2,0.2,0.2576,0.69,0,8,26,34,Winter,Friday,January,2011,Morning
145,1/7/11,1,1,7,0,5,1,0.2,0.2121,0.69,0.1343,8,76,84,Winter,Friday,January,2011,Morning
146,1/7/11,1,1,8,0,5,1,0.2,0.197,0.51,0.2537,20,190,210,Winter,Friday,January,2011,Morning
147,1/7/11,1,1,9,0,5,1,0.2,0.1818,0.47,0.2985,9,125,134,Winter,Friday,January,2011,Morning
148,1/7/11,1,1,10,0,5,1,0.22,0.197,0.37,0.3284,16,47,63,Winter,Friday,January,2011,Morning
149,1/7/11,1,1,11,0,5,2,0.2,0.197,0.4,0.2239,19,48,67,Winter,Friday,January,2011,Morning
150,1/7/11,1,1,12,0,5,2,0.2,0.197,0.37,0.2537,9,50,59,Winter,Friday,January,2011,Afternoon
151,1/7/11,1,1,13,0,5,2,0.2,0.1818,0.37,0.2836,9,64,73,Winter,Friday,January,2011,Afternoon
152,1/7/11,1,1,14,0,5,2,0.2,0.197,0.4,0.2537,7,43,50,Winter,Friday,January,2011,Afternoon
153,1/7/11,1,1,15,0,5,2,0.2,0.2121,0.37,0.1642,9,63,72,Winter,Friday,January,2011,Afternoon
154,1/7/11,1,1,16,0,5,2,0.2,0.2121,0.37,0.1642,5,82,87,Winter,Friday,January,2011,Afternoon
155,1/7/11,1,1,17,0,5,2,0.2,0.2576,0.37,0,9,178,187,Winter,Friday,January,2011,Evening
156,1/7/11,1,1,18,0,5,1,0.2,0.2273,0.4,0.0896,7,116,123,Winter,Friday,January,2011,Evening
157,1/7/11,1,1,19,0,5,1,0.16,0.197,0.55,0.0896,3,92,95,Winter,Friday,January,2011,Evening
158,1/7/11,1,1,20,0,5,1,0.18,0.2121,0.47,0.1045,1,50,51,Winter,Friday,January,2011,Evening
159,1/7/11,1,1,21,0,5,1,0.18,0.197,0.47,0.1343,0,39,39,Winter,Friday,January,2011,Night
160,1/7/11,1,1,22,0,5,2,0.18,0.197,0.43,0.1642,2,34,36,Winter,Friday,January,2011,Night
161,1/7/11,1,1,23,0,5,2,0.18,0.197,0.51,0.1642,1,14,15,Winter,Friday,January,2011,Night
162,1/8/11,1,1,0,0,6,2,0.18,0.197,0.51,0.1642,1,24,25,Winter,Saturday,January,2011,Night
163,1/8/11,1,1,1,0,6,2,0.18,0.2121,0.55,0.0896,1,15,16,Winter,Saturday,January,2011,Night
164,1/8/11,1,1,2,0,6,2,0.18,0.2424,0.55,0,3,13,16,Winter,Saturday,January,2011,Night
165,1/8/11,1,1,3,0,6,3,0.18,0.197,0.55,0.1642,0,7,7,Winter,Saturday,January,2011,Night
166,1/8/11,1,1,4,0,6,3,0.18,0.197,0.55,0.1642,0,1,1,Winter,Saturday,January,2011,Night
167,1/8/11,1,1,5,0,6,2,0.16,0.1667,0.74,0.1642,0,5,5,Winter,Saturday,January,2011,Morning
168,1/8/11,1,1,6,0,6,2,0.16,0.1667,0.74,0.1642,0,2,2,Winter,Saturday,January,2011,Morning
169,1/8/11,1,1,7,0,6,2,0.16,0.1818,0.74,0.1045,1,8,9,Winter,Saturday,January,2011,Morning
170,1/8/11,1,1,8,0,6,3,0.16,0.1818,0.93,0.1045,0,15,15,Winter,Saturday,January,2011,Morning
171,1/8/11,1,1,9,0,6,3,0.16,0.1818,0.93,0.1045,0,20,20,Winter,Saturday,January,2011,Morning
172,1/8/11,1,1,10,0,6,2,0.18,0.197,0.8,0.1642,5,56,61,Winter,Saturday,January,2011,Morning
173,1/8/11,1,1,11,0,6,2,0.2,0.1818,0.69,0.3881,2,60,62,Winter,Saturday,January,2011,Morning
174,1/8/11,1,1,12,0,6,2,0.2,0.1818,0.59,0.3582,8,90,98,Winter,Saturday,January,2011,Afternoon
175,1/8/11,1,1,13,0,6,1,0.2,0.1818,0.44,0.3284,7,95,102,Winter,Saturday,January,2011,Afternoon
176,1/8/11,1,1,14,0,6,1,0.2,0.1667,0.32,0.4925,12,83,95,Winter,Saturday,January,2011,Afternoon
177,1/8/11,1,1,15,0,6,1,0.2,0.1667,0.32,0.4478,5,69,74,Winter,Saturday,January,2011,Afternoon
178,1/8/11,1,1,16,0,6,1,0.18,0.1364,0.29,0.4478,8,68,76,Winter,Saturday,January,2011,Afternoon
179,1/8/11,1,1,17,0,6,1,0.16,0.1212,0.37,0.5522,5,64,69,Winter,Saturday,January,2011,Evening
180,1/8/11,1,1,18,0,6,1,0.14,0.1212,0.39,0.2985,3,52,55,Winter,Saturday,January,2011,Evening
181,1/8/11,1,1,19,0,6,1,0.14,0.1212,0.36,0.2537,4,26,30,Winter,Saturday,January,2011,Evening
182,1/8/11,1,1,20,0,6,1,0.12,0.1212,0.36,0.2537,0,28,28,Winter,Saturday,January,2011,Evening
183,1/8/11,1,1,21,0,6,1,0.12,0.1061,0.39,0.3582,2,35,37,Winter,Saturday,January,2011,Night
184,1/8/11,1,1,22,0,6,1,0.12,0.1061,0.36,0.3881,1,33,34,Winter,Saturday,January,2011,Night
185,1/8/11,1,1,23,0,6,1,0.1,0.0606,0.39,0.4478,0,22,22,Winter,Saturday,January,2011,Night
186,1/9/11,1,1,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,Winter,Sunday,January,2011,Night
187,1/9/11,1,1,1,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Winter,Sunday,January,2011,Night
188,1/9/11,1,1,2,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Winter,Sunday,January,2011,Night
189,1/9/11,1,1,3,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Winter,Sunday,January,2011,Night
190,1/9/11,1,1,4,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Winter,Sunday,January,2011,Night
191,1/9/11,1,1,5,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Winter,Sunday,January,2011,Morning
192,1/9/11,1,1,6,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Winter,Sunday,January,2011,Morning
193,1/9/11,1,1,7,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Winter,Sunday,January,2011,Morning
194,1/9/11,1,1,8,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Winter,Sunday,January,2011,Morning
195,1/9/11,1,1,9,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Winter,Sunday,January,2011,Morning
196,1/9/11,1,1,10,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Winter,Sunday,January,2011,Morning
197,1/9/11,1,1,11,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Winter,Sunday,January,2011,Morning
198,1/9/11,1,1,12,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Winter,Sunday,January,2011,Afternoon
199,1/9/11,1,1,13,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Winter,Sunday,January,2011,Afternoon
200,1/9/11,1,1,14,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Winter,Sunday,January,2011,Afternoon
201,1/9/11,1,1,15,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Winter,Sunday,January,2011,Afternoon
202,1/9/11,1,1,16,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Winter,Sunday,January,2011,Afternoon
203,1/9/11,1,1,17,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Winter,Sunday,January,2011,Evening
204,1/9/11,1,1,18,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Winter,Sunday,January,2011,Evening
205,1/9/11,1,1,19,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Winter,Sunday,January,2011,Evening
206,1/9/11,1,1,20,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Winter,Sunday,January,2011,Evening
207,1/9/11,1,1,21,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Winter,Sunday,January,2011,Night
208,1/9/11,1,1,22,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Winter,Sunday,January,2011,Night
209,1/9/11,1,1,23,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Winter,Sunday,January,2011,Night
210,1/10/11,1,1,0,0,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Winter,Monday,January,2011,Night
211,1/10/11,1,1,1,0,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Winter,Monday,January,2011,Night
212,1/10/11,1,1,2,0,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Winter,Monday,January,2011,Night
213,1/10/11,1,1,3,0,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Winter,Monday,January,2011,Night
214,1/10/11,1,1,4,0,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Winter,Monday,January,2011,Night
215,1/10/11,1,1,5,0,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Winter,Monday,January,2011,Morning
216,1/10/11,1,1,6,0,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Winter,Monday,January,2011,Morning
217,1/10/11,1,1,7,0,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Winter,Monday,January,2011,Morning
218,1/10/11,1,1,8,0,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Winter,Monday,January,2011,Morning
219,1/10/11,1,1,9,0,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Winter,Monday,January,2011,Morning
220,1/10/11,1,1,10,0,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Winter,Monday,January,2011,Morning
221,1/10/11,1,1,11,0,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Winter,Monday,January,2011,Morning
222,1/10/11,1,1,12,0,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Winter,Monday,January,2011,Afternoon
223,1/10/11,1,1,13,0,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Winter,Monday,January,2011,Afternoon
224,1/10/11,1,1,14,0,1,2,0.2,0.197,0.4,0.2239,0,47,47,Winter,Monday,January,2011,Afternoon
225,1/10/11,1,1,15,0,1,2,0.2,0.197,0.4,0.2239,2,43,45,Winter,Monday,January,2011,Afternoon
